ID,Title,Text,Lable,type,,,,,,,,,,,,,,,,,,,,
19,, ќ»—р« гд”ж»р« б’ЌнЁ… бжгждѕ «бЁ—д”н… нЁнѕ »√д «б”бЎ… «бЁб”Ўндн… —Ё’  ≈—”«б Ќ’… џ“… гд «бѕЏг «б≈д”«дн бгж«ће… яж—жд«.,1,unreliable,,,,,,,,,,,,,,,,,,,,
20,≈нг«д ћжѕ….. √жб г”бг… Ён гћб” дж«» жб«н… яжбж—«ѕж «б√г—нян…,"жбѕ  жд‘√  Ён жб«н… яжбж—«ѕж «б√г—нян… б√»жнд Ёб”Ўндннд е«ћ—« ≈бм «бжб«н«  «бг Ќѕ…° б ’»Ќ «бд«‘Ў… ж«б√” «–… «бћ«гЏн… ≈нг«д ћжѕ…° √жб д«∆»… г”бг… »гћб” «бдж«» «б√г—нян Џд жб«н е«. жЁ«“  ћжѕ…° Ён гд ’Ё «бЏёѕ «б—«»Џ° »гёЏѕе« Џд «бѕ«∆—… 41 »жб«н… яжбж—«ѕж° »Џѕ  џб»е« Џбм гд«Ё”е« «бћгеж—н° «бгЏбг «б”«»ё »ж» √дѕ—ж“. жЏ»— Ќ”«»е« «б—”гн Џбм  жн —° √Џбд  ћжѕ… Ёж“е« ё«∆б…: Убёѕ ЁЏбд«е«! бёѕ  —‘Ќ  б√ћЏб «бЌбг «б√г—нян Ќёнён… ббћгнЏФ. ж√÷«Ё : У√д« Ёќж—… »яждн г”бг… жЁб”Ўндн… √г—нян… (Е) яг« √ддн Ёќж—… б√ддн ”√яжд ё«ѕ—… Џбм  гЋнб гћ гЏ«  ж√Ё—«ѕ «бѕ«∆—… 41 »«бен∆… «б ‘—нЏн… бжб«н… яжбж—«ѕж° Ёбд»ѕ√ «бЏгбФ. Џдѕг« √ ЌѕЋ Џд «бЌбг «б√г—нян° Ё≈де« бн”  Џ»«—… ”н«”н… г» –б… √ж гя——… √бёне«° »б ≈де« ё’… Џ«∆б н жгег н° «б √яѕ гд √д яб ‘ќ’ бѕне Ё—’… Џ«ѕб… Ён ( Ќёнё) «бЌбг «б√г—нянФ. ея–« ж’Ё  ћжѕ… —Ќб… Џ«∆б е«° «б н е«ћ—  гд Ёб”Ўнд ≈бм «бжб«н«  «бг Ќѕ… Џ«г 1974° »ЌЋ« Џд У«б√г«д ж«бЌ—н…Ф° жЁё« бгжёЏ Ќгб е« «б«д ќ«»н…. яг« √Џ—»  Џд Ёќ—е« бд÷«б ж«бѕне« гѕ… ќг”… Џёжѕ° «бб–нд »ѕ¬ Угд «б’Ё—Ф° жЏгб« Џбм  √”н” г‘«—нЏ ’џн—… ж Ўжн—е« гЏ —Џ«н… √»д«∆ег« «б√—»Џ…. жЏд Џб«ё е« »Ёб”Ўнд ё«б  ћжѕ…: Ф √—«ѕ ж«бѕ«д« √д дЌ«Ёў Џбм —ж«»Ўд« » —«Ћд« ж «—нќд« жЋё«Ё д« жбџ д«° жёгд« »“н«—… Ёб”Ўнд Ён Ё’жб «б’нЁФ.ж√÷«Ё : УЏ—ш÷ дн “н«—… гжЎд ж«бѕнш ббЌ—» ж«бЏдЁ ж«бёгЏ Ён ”д г»я—… ћѕ«° жеж г« я«д  д«ё÷« ’«—ќ« гЏ «б√г«д ж«б”б«г ж«бЌ—н… «б н яд  √Џ—Ёе« ед« Ён гѕнд… √ж—ж—« (»жб«н… яжбж—«ѕж)Ф. ** д«‘Ў… ж√” «–… ћ«гЏн… д«б  ћжѕ… ‘е«ѕ… «б»я«бж—нж” Ён «бЏбжг «б”н«”н…° жЌ’б  »Џѕе« Џбм ѕ—ћ… «бг«ћ” н— Ён «б”н«”… «бЏ«г… гд ћ«гЏ… Уяжбж—«ѕж ѕдЁ—Ф° «б н  Ќ«÷— Ёне« «б¬д. жЁн 2008° √””  ћжѕ… гдўг… У Џ—Ё ≈бм «б‘—ё «б√ж”ЎФ џн— «б—»Ќн…° »еѕЁ ≈д‘«Ѕ ћ”ж— ббЏб«ё«  ж«б Ё«ег »нд «б√г—няннд ж‘Џж» «б‘—ё «б√ж”Ў. яг«  Џгб ≈нг«д гд”ё… жд«‘Ў… гћ гЏн… Ён УћгЏн…  Ќ«бЁ «б√ѕн«д »жб«н… яжбж—«ѕжФ° ”Џн« Уб гянд «бгћ гЏ«  ббѕЁ«Џ Џд дЁ”е« Ён «бяждџ—” «б√г—нянФ° жЁё гжёЏе«.",1,unreliable,,,,,,,,,,,,,,,,,,,,
21,≈нг«д ћжѕ….. √жб г”бг… Ёб”Ўндн…  ’б «бяждџ—” «б√гн—ян Џд жб«н… яжбж—«ѕж,"ћ–» ”»«ё «д ќ«»«  «б—∆«”… «б√гн—ян… √дў«— «бЏ«бг ё»б 4 √”«»нЏ° жўб  «бд «∆ћ гЌб «е г«г «бяЋн—нд Џбм гѕ«— Џѕ… √н«г° Ќ м гд ќ«—ћ «бжб«н«  «бг Ќѕ…° бяд ≈нг«д ћжѕ… я«д бѕне« ”»«ё ¬ќ—° дћЌ  Ён √д  Ёж“ гд ќб«бе »гёЏѕ Ён «бѕ«∆—… 41 Ён «д ќ«»«  гћб” дж«» жб«н… яжбж—«ѕж° б ’»Ќ √жб √гн—ян… г”бг… гд √’жб Ёб”Ўндн…  Ёж“ гёЏѕ ѕ«ќб «бяждџ—” Џд жб«н… яжбж—«ѕж. ж ёжб «бя« »… ”ћм едѕн° Ён  ё—н— д‘— е ’ЌнЁ… ""ѕдЁ— »ж” "" (The Denver Post) «б√гн—ян…° ≈д «бћгнЏ ќб«б «б√н«г «бг«÷н… я«дж« н «»Џжд √ќ»«— «б«д ќ«»«  «б—∆«”н…° ≈б« √д ћжѕ… я«д бѕне« ”»«ё ¬ќ— ня ”н √егн… ќ«’…° гд √ћб «бЁж“ »гёЏѕ «бѕ«∆—… 41 Ён жб«н… яжбж—«ѕж° жёѕ дћЌ  Ён е–« «б Ќѕн б ’»Ќ √жб «г—√… г”бг… жЏ—»н…  ’б бгћб” е–е «бжб«н…. жЌ«“  жб«н… яжбж—«ѕж Џбм «е г«г жЎдн я»н— ≈Ћ— «д ќ«»«  2018° »Ё÷б «б—ёг «бён«”н бЏѕѕ «бд”«Ѕ «бгд ќ»«  Ёне«° ЌнЋ ≈д Ќ÷ж—ед Ён «бгћб” «б ‘—нЏн Ё«ё Џѕѕ «б—ћ«б. жќб«б е–« «бЏ«г°  гяд «бѕнгё—«Ўнжд Ён «бгћб” гд ≈÷«Ё… 3 д”«Ѕ ћѕнѕ«  ≈бм ’ЁжЁег° жбяд  —ян“ √Џ÷«Ѕ е–« «бЌ“» « ће »‘яб ќ«’ ≈бм  гянд џн— «б»н÷ гд гд«’» Џбм г” жм «бжб«н…° »‘яб б« нгяд ЁёЎ гд  Ќ”нд  гЋнбн… «б”я«д° »б √н÷« бгдЌ ’ж  ббћ«бн«  џн— «бггЋб…. жЌ«“  ћжѕ… Џбм 66% гд «б√’ж«  Ён ”»«ёе« ÷ѕ гд«Ё”е« «бћгеж—н —ж»—  √дѕ—ж“° жен  д гн бё«Џѕ… √Џ÷«Ѕ «бЌ“» «бѕнгё—«Ўн «бгЏ—жЁ… » джЏе« «бя»н—° жёѕ ‘еѕ  е–е «бгћгжЏ… √н÷« дћ«Ќ «бг—‘Ќ… д«ян « —ня”° √жб ге«ћ—…  ’б ≈бм гћб” «бжб«н… яггЋб… Џд «бѕ«∆—… —ёг 40. н–я— √де »Џѕ Ёж“ ѕжд«бѕ  —«г» »«б«д ќ«»«  «б—∆«”н… Џ«г 2016° бг  яд ћжѕ…   жёЏ √де »Џѕ 4 ”дж«  ЁёЎ ”жЁ  яжд ед«я «г—√… Џ—»н… г”бг… Џбм г” жм гћб” «бжб«н…. д«‘Ў… г”бг….  Џ—Ё ћжѕ… »яжде« д«‘Ў… Ён гћ гЏе« «бгЌбн° жёѕ √””  ћгЏн… џн— —»Ќн…  ѕЏм "" Џ—Ё ≈бм «б‘—ё «б√ж”Ў"" яг« ёѕг  ѕ—ж”« ббЎб»… Ќжб Ёб”Ўнд° жЏгб  √н÷« г ЌѕЋ… »«”г ћгЏн… г”бгн яжбж—«ѕж° «б н √””е« ж«бѕе« «б—«Ќб »Џѕ ећ— е ≈бм «бжб«н«  «бг Ќѕ…. ж ёжб ћжѕ… Ќжб ў—жЁ  ‘яб ‘ќ’н е« ""Џдѕг« нЌгб ‘ќ’ яб е–е «бЏж«гб «бгЌѕѕ… ббежн…° ЌнЋ ≈ддн г”бг… гб “г… ж√гн—ян… гд √’жб Ёб”Ўндн… ж«г—√… гд џн— «б»н÷° Ё≈д ёѕ—е бд няжд џн— «бд‘«Ў «б”н«”н"".",1,unreliable,,,,,,,,,,,,,,,,,,,,
22,Ёнѕнж бб—н?н” «бЁ—д”н бнўе— жя«?де »б»«”е «бѕ«ќбн," ”ћнб«р г’ж—«р гѕ е 16 Ћ«дн…° ё«б  ≈де бб—∆н” «бЁ—д”н (≈нг«джнб г«я—жд) жеж нЏ«нѕ ‘Џ»е »гд«”»… Џнѕ «бгнб«ѕ. жнўе— «б ”ћнб «бг’ж— «б—∆н” «бЁ—д”н (≈нг«джнб г«я—жд) жеж н ЌѕЋ √г«г «бя«гн—« »«ббџ… «бЁ—д”н… г— ѕн« яд“… бжде« яхЌбн° Ћг   Ќ—я «бя«гн—« »‘яб ”—нЏ жнўе— »Џѕе« ‘ќ’ гд «бќбЁ жеж н— ѕн √н÷«р яд“… яЌбн…° ж”—ж«б«р ѕ«ќбн«р ё’н—«р ЁёЎ. ж«ѕЏ  «б’ЁЌ«  √д г«я—жд д”н ≈џб«ё «бя«гн—« »Џѕ √д ед√ ‘Џ»е »Џнѕ «бгнб«ѕ° бнўе— Ён де«н… «б ”ћнб »«бб»«” «бѕ«ќбн",1,unreliable,,,,,,,,,,,,,,,,,,,,
23,"гЏбжг«  г÷бб… »Џдж«д ""500 «?бЁ ћ—Џ…"" ” ѕќбе« «»д… «б—«Ќб Џ—нё« ","»«?д «»д… «бѕя ж— «б—«Ќб ’«н?» Џ—нё«  ” ѕќб 500 «?бЁ ћ—Џ… бб«?—«÷н «бЁб”Ўндн°  дЁн–« бж’н… ж«бѕе«.",1,unreliable,,,,,,,,,,,,,,,,,,,,
24,гд«ж—… бб‘—Ў… «бћжн… «бЁб”Ўндн…," √д «бЁнѕнж  г «б ё«Ўе Ён гЎ«— «ж»« бжя« Ён гн«гн° Ёбж—нѕ« Ён ≈Ќѕм г»«дн «бгЎ«— «бёѕнг…° нжг «бЋб«Ћ«Ѕ «бг«÷н » «—нќ 22/12/2020. ",1,unreliable,,,,,,,,,,,,,,,,,,,,
25,«б√гд «бЁб”Ўндн еж гд б«Ќё «бЁ н… Ён «бќбнб жбн”  ёж… гд «бг” Џ—»нд,"д‘—  ’ЁЌ…  бЁ“нжд Ёб”Ўнд «б—”гн…° «бнжг «бћгЏ…° Ёнѕнж √ѕЏ  Ёне √д ёж… гд «бг” Џ—»нд нб«Ќёжд ‘»«д Ёб”Ўндннд Џдѕ »«» «б“«жн… ж”Ў «бќбнб. жгд Ћг ё«г  »Ќ–Ё «бЁнѕнж ѕжд «б≈‘«—… ≈бм –бя √ж ≈бм «б√”»«». ж√Ћ«— «бЁнѕнж гжћ… гд «б Џбнё«  Џбм ж”«∆б «б ж«’б «б«ћ г«Џн° ќ«’…р √д ‘»я… ёѕ” «б«ќ»«—н… я«д  ёѕ д‘—  «бЁнѕнж г‘н—…р ≈бм √д «б”н«—…  «»Џ… бб√гд «бЁб”Ўндн.  Ќёё г—’ѕ я«‘Ё гд «бЌѕЋ Џ»— «б ж«’б гЏ Џѕѕ гд «б“гб«Ѕ «б’ЌЁннд Ён гЌ«Ёў… «бќбнб° жёѕ «яѕж« √д «бг—я»… жгд »е« √гд Ёб”Ўндн° жЌ«жбж« гдЏ «бЁ н… гд «б«Ќ я«я гЏ ћн‘ «б«Ќ б«б «б–н н ж«ћѕ Џдѕ »«» «б“«жн…. яг« √яѕ «бд«‘Ў ÷ѕ «б«” нЎ«д Џн”м Џг—ж бя«‘Ё –бя° ё«∆б«: У«бг—я»… «бгжћжѕ ен гбя «б√гд «бЁб”Ўндн° жя«д г”ƒжб «б«— »«Ў «бЁб”Ўндн гжћжѕ Ён «бгжёЏ жё   ж«ћѕе«° ж«б√гд «бЁб”Ўндн н ж«ћѕ Ён «бгя«д гд– √”»жЏнд »д«Ѕ Џбм Ўб» гд «б√е«бн ж”я«д «бгя«д ж√’Ќ«» «бгЌ«б «б ћ«—н… Ён гдЎё… »«» «б“«жн…° д нћ… »Џ÷ «бгг«—”«  «б”б»н… гд »Џ÷ «бЁ н…  гЋб  » ќ—н» гЌ«б  ћ«—н…° ж√бЁ«ў д«»н… жџн—е« гд «бгг«—”« Ф.ж“жѕ Џг—ж «бг—’ѕ »’ж— ≈÷«Ён… ббг—я»…° «б н Џбм »«»е« «б√нгд »ё«н« ‘Џ«— б«’ё° жябг… ”Ё«д« Ён ≈‘«—… ≈бм джЏ «бг—я»…° жёѕ  Ў«»ё  «б’ж— гЏ «бг—я»… Ён «бЁнѕнж «бгд‘ж—.",0,reliable,,,,,,,,,,,,,,,,,,,,
26,Џд«’— гд «б«гд нЏ ёбжд ‘«»« ж”Ў «бќбнб »б»«” г” Џ—»нд,"д‘—  ’ЁЌ…  бЁ“нжд Ёб”Ўнд «б—”гн… Ёнѕнж √ѕЏ  Ёне √д ёж… гд «бг” Џ—»нд нб«Ќёжд ‘»«д« Ёб”Ўндннд Џдѕ »«» «б“«жн… ж”Ў «бќбнб. жгд Ћг ё«г  »Ќ–Ё «бЁнѕнж ѕжд «б≈‘«—… «бм –бя √ж ≈бм «б√”»«». √Ћ«— «бЁнѕнж гжћ… гд «б Џбнё«  Џбм ж”«∆б «б ж«’б «б«ћ г«Џн° ќ«’…р √д ‘»я… ёѕ” «б«ќ»«—н… я«д  ёѕ д‘—  «бЁнѕнж г‘н—…р ≈бм √д «б”н«—…  «»Џ… бб√гд «бЁб”Ўндн.  Ќёё г—’ѕ я«‘Ё гд «бЌѕЋ Џ»— «б ж«’б гЏ Џѕѕ гд «б“гб«Ѕ «б’ЌЁннд Ён гЌ«Ёў… «бќбнб° жёѕ «яѕж« √д «бг—я»… жгд »е« √гд Ёб”Ўндн° жЌ«жбж« гдЏ «бЁ н… гд «б«Ќ я«я гЏ ћн‘ «б«Ќ б«б «б–н н ж«ћѕ Џдѕ »«» «б“«жн…. яг« √яѕ «бд«‘Ў ÷ѕ «б«” нЎ«д Џн”м Џг—ж бя«‘Ё –бя° ё«∆б«: ""«бг—я»… «бгжћжѕ… ен гбя бб√гд «бЁб”Ўндн° жя«д г”ƒжб «б«— »«Ў «бЁб”Ўндн гжћжѕ«р Ён «бгжёЏ жё   ж«ћѕе«° ж«б√гд «бЁб”Ўндн н ж«ћѕ Ён «бгя«д гд– √”»жЏнд »д«Ѕ Џбм Ўб» гд «б√е«бн ж”я«д «бгя«д ж√’Ќ«» «бгЌ«б «б ћ«—н… Ён гдЎё… »«» «б“«жн…° д нћ… »Џ÷ «бгг«—”«  «б”б»н… гд »Џ÷ «бЁ н…  гЋб  » ќ—н» гЌ«б  ћ«—н…° ж√бЁ«ў д«»н… жџн—е« гд «бгг«—”« "". ж“жѕ Џг—ж «бг—’ѕ »’ж— ≈÷«Ён… ббг—я»…° «б н Џбм »«»е« «б√нгд »ё«н« ‘Џ«— б«’ё° жябг… ”Ё«д« Ён ≈‘«—… ≈бм джЏ «бг—я»…° жёѕ  Ў«»ё  «б’ж— гЏ «бг—я»… Ён «бЁнѕнж «бгд‘ж—.",0,reliable,,,,,,,,,,,,,,,,,,,,
27,’ж—… гЁ»—я… ббг» еб ≈”б«г «б”—”«жн!,"° ббг» еб ≈”б«г «б”—”«жн° н— ѕн Уё»Џ…Ф ќб«б бё«Ѕ бе Џбм ёд«… У«бЌн«…Ф «бг’—н….",1,unreliable,,,,,,,,,,,,,,,,,,,,
28,«бг» еб ≈”б«г «б”—”«жн нж÷Ќ Ќёнё… «— ѕ«∆е ё»Џ… »«»« джнб Џбм «беж«Ѕ,"«б‘нќ†≈”б«г «б”—”«жн° «бг» еб »«б≈–«Џ… ж«б бнЁ“нжд° «— ѕ«Ѕуе ёх»Џ… »«»« джнб° ќб«б ўеж—е Џбм Ё÷«∆н… Ђ«бЌн«…ї ж —ѕнѕе «б«» е«б«  гЏ «б≈Џб«гн… б»дм Џ”б° гƒяѕр« √д «б’ж—… «бгхд ‘—… Џбм гж«ёЏ «б ж«’б «б«ћ г«Џн гхЁ»—я…. ж√ж÷Ќ Ђ«б”—”«жнї б№ Ђ’ѕм «б»бѕї° √де гд– Џ«гнд Ќб ÷нЁр« гЏ «б≈Џб«гн… б»дм Џ”б жя«д н— ѕн “нр« √“е—нр« -«бћ»… ж«бёЁЎ«д-° я«‘Ёр« Џд √д ед«я ’ЁЌ«   «»Џ… бћг«Џ… «б≈ќж«д «б≈—е«»н…  б«Џ»  »«б’ж—… гд √ћб «б≈”«Ѕ… ≈бм «б“н «б√“е—н. жЎ«б»†«бг» еб »«б≈–«Џ… ж«б бнЁ“нжд° гд н—жћжд е–е «б’ж—… »«б«» Џ«ѕ Џд –бя° ж«б √яѕ гд «б√ќ»«— ж«б’ж— ё»б  —жнће«° гд»ер« Џбм √д  —жнћ «б‘«∆Џ«  √г— де«д« Џде «б‘—Џ «бЌднЁ.",0,reliable,,,,,,,,,,,,,,,,,,,,
29,ж“н— «б’Ќ… «б»—нЎ«дн: «я ‘Ёд« джЏ« ћѕнѕ« гд яж—жд« б« нƒЋ— Ёне «ббё«Ќ,ё«б ж“н— «б’Ќ… «б»—нЎ«дн ≈де  г ќб«б «б√н«г «бёбнб… «бг«÷н… «я ‘«ЁджЏ« ћѕнѕ« гд Ён—ж” яж—жд« б« нƒЋ— Ёне «ббё«Ќ.,1,unreliable,,,,,,,,,,,,,,,,,,,,
30,"Ёнѕнж б№""е—ж» —∆н”… гћб” «бдж«» «б√гн—ян д«д”н »нбж”н гд г»дм «бяждџ—”""њ","д «бЁнѕнж нўе— —∆н”… гћб” «бдж«» «б«гн—ян†#д«д”н »нбж”н†бЌў… ""е—ж»е« гд г»дм «бяждџ—”""° »Џѕг« «ё Ќге гƒнѕжд бб—∆н” «б«гн—ян†#ѕжд«бѕ  —«г»†«б√—»Џ«Ѕ 6 я«джд «бЋ«дн 2021.",1,unreliable,,,,,,,,,,,,,,,,,,,,
31,«б”н«Ќ…  дЁн  ’—нЌр« д‘— е жя«б… УжЎдФ Ќжб Ќ«ѕЋ… гё«г «бд»н гж”м,"д‘—  жя«б… УжЎдФ  ё—н—р«° Ц ед« Ц дёб  Ёне  ’—нЌр« дх”» ≈бм «бд«Ўё »«”г ж“«—… «б”н«Ќ… ж«б¬Ћ«— ћ—н” ёг’н…° нёжб Ёне ≈д У«б”н«Ќ… ё«г  »«” ‘«—… ж“«—… «б√жё«Ё Ќжб ≈ё«г… ЌЁб Ён гё«г «бд»н гж”м° жбг  »ѕ √н «Џ —«÷Ф. Ён «бгё«»б° дЁм ёг’н… б нёд «б ’—нЌ «бгд”ж» ≈бне. жё«б: Убг √ѕбц »√н  ’—нЌ »е–« «бќ’ж’ жжя«б… жЎд бг   ж«’б гЏн же–« «бяб«г Џ«—т Џд «б’Ќ…Ф. ж‘яшб  «бЌяжг… «бЁб”Ўндн… бћд…  Ќёнё Ён Ќ«ѕЋ… ≈ё«г… ЌЁб ’«ќ» Ён гё«г жг”ћѕ «бд»н гж”м° «б”»  «бг«÷н.",0,reliable,,,,,,,,,,,,,,,,,,,,
32,«б”бЎ… «бЁб”Ўндн…  гдЏ «б‘»«д Ён«бќбнб  Ён «бќбнб гд гж«ће… ћджѕ «б«Ќ б«б,"ё«б  г’«ѕ— ≈Џб«гн… Џ»—н…° «бнжг «бћгЏ…: ≈д √гд «б”бЎ… «бЁб”Ўндн… Ён гѕнд… «бќбнб (ћдж» «б÷Ё…)° гдЏ ‘»«др« Ёб”Ўндннд гд «бж’жб ≈бм дёЎ… «б«Ќ я«я гЏ ћн‘ «б«Ќ б«б° Џдѕ Ќ«ћ“ »«» «б“«жн… ж”Ў «бќбнб. жё«б гжёЏ ""ж«н д "" «бЏ»—н «б «»Џ б’ЌнЁ… ""нѕнЏж  √Ќ—ждж "": ≈д «б‘»«» «бЁб”Ўндннд Ќ«жбж« «бж’жб ≈бм ед«я бгж«ће… ёж«  «б√гд «б≈”—«∆нбн…. ж»Ќ”» «бгжёЏ «б≈бя —жднЇ Ёёѕ ""√ўе— ‘—нЎ Ёнѕнж° Џд«’— гд «б√ће“… «б√гдн… «бЁб”Ўндн… »б»«” гѕдн жн— ѕжд √џЎн… Џбм жћжеег бгдЏ «б Џ—Ё Џбнег° жег† н ѕќбжд бгдЏ ‘»«д гд ќж÷ гж«ће« т ÷ѕ «б«Ќ б«б »гдЎё… »«» «б“«жн… ж”Ў «бќбнб° жнЌ«жбжд «Џ ё«б ‘«» «ё —» гд «бЌ«ћ“ бгж«ће… ёж«  «б«Ќ б«б «б≈”—«∆нбн"".",1,unreliable,,,,,,,,,,,,,,,,,,,,
33,жЁ«… «б√”н— Ёƒ«ѕ «б‘ж»ян Ён ”ћжд «б«Ќ б«б. ,жЁ«… «б√”н— Ёƒ«ѕ «б‘ж»ян Ён ”ћжд «б«Ќ б«б. ,1,unreliable,,,,,,,,,,,,,,,,,,,,
34,"дћб… «б√”н— ""«б‘ж»ян""  я‘Ё Ќёнё… жЁ«… ж«бѕе« Ён ”ћжд «б«Ќ б«б","дЁ  —«дн« «б‘ж»ян дћб… «б√”н— Ёƒ«ѕ «б‘ж»ян° «бнжг «бќгн”° Ќёнё… жЁ«… ж«бѕе« ѕ«ќб ”ћжд «б«Ќ б«б. жё«б  «б‘ж»ян: "" ж«бѕн «б√”н— Ёƒ«ѕ «б‘ж»ян Џбм ёнѕ «бЌн«… ж дѕЏж б жќн «бѕё… Ён дёб «бгЏбжг« "".",0,reliable,,,,,,,,,,,,,,,,,,,,
35,«бд«Ўё »«”г ж“«—… «бг«бн… Ќжб «?Ќ«б… гжўЁнд ћѕѕ бб ё«Џѕ,"  ’—нЌ«  г“нЁ… гд”ж»… ббд«Ўё »«”г ж“«—… «бг«бн… Џ»ѕ «б—Ќгд »н« д…° н ЌѕЋ Ёне« Џд я‘жЁ«  ћѕнѕ… ” Ќ«б бб ё«Џѕ° ёѕ н’б Ёне« Џѕѕ «бг ё«Џѕнд «бћѕѕ «?бм Ћг«дн… «?б«Ё г ё«Џѕ. ",1,unreliable,,,,,,,,,,,,,,,,,,,,
36, ’—нЌ «бд«Ўё «”г «бЌяжг… Ќжб ’—Ё г” Ќё«  «бгжўЁнд,"«бд«Ўё »«”г «бЌяжг… «?»—«енг гбЌг° Ќжб ’—Ё г” Ќё«  «бгжўЁнд нжг «бќгн” «бгё»б. ",1,unreliable,,,,,,,,,,,,,,,,,,,,
37,«б«?Ё—«ћ Џд «бг егнд Ён ё÷н… «бг—Ќжг… «?”—«Ѕ џ—н».,«?ќб«Ѕ ”»нб «?‘ё«Ѕ «бг—Ќжг… «?”—«Ѕ џ—н» ж“жћ ‘ёнё е«.,1,unreliable,,,,,,,,,,,,,,,,,,,,
38,"ж“н—… «б’Ќ… ж«бд«Ўё »«”г «бЌяжг… Ён —«г «ббе н »«ѕбж« дЁ” «бяг«г…"". ","ћ—м Џбм дЎ«ё ж«”Џ  ѕ«жб гёЎЏ гд «бгƒ г— «б’Ќ«Ён «б–н √ћ—«е яб гд «бд«Ўё »«”г «бЌяжг… ≈»—«енг гбЌг жж“н—… «б’Ќ… гн янб… нжг √г”° бЌў… Ўб» «бж“н—… гн янб… гд гбЌг «б ё«Ў яг«г е ж«— ѕ«∆е«",1,unreliable,,,,,,,,,,,,,,,,,,,,
39, жЁ«… «бЁд«д ѕ—нѕ бЌ«г,"жЁ«… «ббЌ«г √Ћд«Ѕ Џгбн… ћ—«Ќ… ббёб» Ён г” ‘Ём «б»«”б Ён «бЏ«’г… «б”ж—н… ѕг‘ё° Џд Џг— д«е“ 86 Џ«г«. ",1,unreliable,,,,,,,,,,,,,,,,,,,,
40,"жЁ«… «бЁд«д Џ»ѕ«ббе «б”Џ«нѕ…° ’«Ќ» «б√џдн… «б‘ен—… ""«беѕЁ г—’жѕ""."," ѕ«жб  гд’«  √—ѕдн… ќ»— жЁ«… «бЁд«д Џ»ѕ«ббе «б”Џ«нѕ… ’«Ќ» «б√џдн… «б‘ен—… ""«беѕЁ г—’жѕ""° ќб«б «б”«Џ«  «бёбнб… «бг«÷н…° «б√г— «б–н √Ћ«— ÷ћ… ж«”Џ… ж”Ў ћгеж— «бЁд«д Ён Ёб”Ўнд ж«б√—ѕд ж«бЏ«бг «бЏ—»н √ћгЏ. жбг н’ѕ— √н  ё—н— —”гн нƒяѕ ќ»— жЁ«… «бЁд«д Џ»ѕ«ббе «б”Џ«нѕ… Ќ м бЌў… я «»… е–е «б”Ўж—.",1,unreliable,,,,,,,,,,,,,,,,,,,,
41,»ѕЅ ѕќжб ‘«Ќд«  гЌгб… »бё«Ќ Ён—ж” яж—жд« ≈бм ѕжб «бЏ«бг,"»ѕЅ ѕќжб ‘«Ќд«  гЌгб… »бё«Ќ Ён—ж” яж—жд« ≈бм ѕжб «бЏ«бг° жг—Ёё гЏ «бќ»— ’ж—… бЋб«ћ«  Ў»н….     Ќёё Ё—нё «бг—’ѕ гд «б’ж—… «бг—Ёё…° жгд «бгЏбжг«  «бг ѕ«жб…° ж »нд »√д «б’ж—… «б ёЎ  Ён ‘е—  ‘—нд √жб гд ё»б «б√”ж‘н ѕ »—н”° жен бЋб«ћ«  ќ«’… »«ббё«Ќ«  Ён »бћня« ж”н г «” ќѕ«ге« б ќ“нд бё«Ќ«  яж—жд«.  бяд е–е «ббё«Ќ«  бн”  бяб «бЏ«бг ж≈дг« ЁёЎ б»—нЎ«дн«° Ён ≈Ў«— ’Ёё… Џёѕ е« »—нЎ«дн  гЏ ‘—я н «б√ѕжн… Pfizer жBioNTECH° жЌ’б  Џбм ≈–д »«” ќѕ«ге Ён »—нЎ«дн«° » «—нќ ? я«джд «б√жб «бЌ«бн° ж»«бЁЏб »ѕ√  Џгбн… «б‘Ќд гд »бћня« ≈бм «бггбя… «бг Ќѕ….",1,unreliable,,,,,,,,,,,,,,,,,,,,
42,≈Џб«д ж“н—… «б’Ќ… гн янб… «б≈џб«ё «б‘«гб гд– 18-12-2020," ѕ«жб  ’ЁЌ«  «ћ г«Џн… Ён гжёЏ Ён” »жя жгћгжЏ«  Ён  Ў»нё ж« ” «»° гЏбжг«  г÷бб… Ќжб ≈Џб«д ж“н—… «б’Ќ… гн янб… «б≈џб«ё «б‘«гб бгѕ… 21 нжг«° »ѕЅ«р гд 18-12-2020 Ќ м 9-1-2021.",1,unreliable,,,,,,,,,,,,,,,,,,,,
43,"Ёегн «бЌнд«жн ёх б Ён  ’Ён«  ѕ«ќбн… »нд Џ’«»«  ≈ћ—«гн…° жбн” г”ƒжб«р Ён «бгж”«ѕ."," д«ёб  гж«ёЏ ≈ќ»«—н… жгде« жя«б… ге— «б≈н—«дн…° жг” ќѕгжд ж’ЁЌ«  «ћ г«Џн… Ён гжёЏн Ён”»жя ж жн — ж Ў»нё ж« ” √»° гЏбжг«   Ќжб «џ н«б г”ƒжб я»н— Ён «бгж”«ѕ нѕЏм ""Ёегн енд«жн"" (ждёб  е–е «бгж«ёЏ ж«бЌ”«»«  «б«”г ќЎ√ д нћ… бб —ћг… «бЌ—Ён…). ",0,reliable,,,,,,,,,,,,,,,,,,,,
